년도,대학,전형명,계열,모집단위,전과목,국,수,영,탐1,탐2
2024,경인여대,학생부위주,자연,영상방송학과,5.009,,,,,
2024,유한대학교,학생부위주,예체능,방송영상전공,5.009,,,,,
2024,인천재능대학교,학생부위주,예체능,사진영상디자인과,5.009,,,,,
2024,명지전문대,학생부위주,인문,유아교육학과,4.162,6.0,7.0,3.0,5.0,7.0
2024,청강문화산업대학교,실기위주,자연,게임전공,7.561,,,,,
2024,연성대학교,면접위주,인문,경찰경호보안과,6.675,8.0,6.0,6.0,6.0,8.0
2024,경민대,실기위주,예체능,연기예술과,6.009,8.0,7.0,8.0,7.0,7.0
2024,덕성여대,논술,인문,글로벌융합대학(인문사회),5.658,3.0,4.0,4.0,3.0,5.0
2024,동양미래대,학생부위주,자연,바이오융합공학과,4.955,6.0,6.0,4.0,6.0,7.0
2024,한국교통대(충주),교과,자연,"건설환경도시교통공학부(사회기반공학,환경공학,도시교통공학)",4.955,6.0,6.0,4.0,6.0,7.0
2024,경기대(수원),교과,인문,글로벌어문학부,2.967,4.0,4.0,4.0,4.0,5.0
2024,성균관대,종합,인문,교육학과,2.231,4.0,3.0,3.0,2.0,4.0
2024,숙명여대,종합,인문,교육학부,2.231,4.0,3.0,3.0,2.0,4.0
2024,성신여대,실기,예체능,디자인과,4.658,5.0,6.0,2.0,4.0,4.0
2024,건국대,종합,자연,생물공학과,2.216,1.0,3.0,1.0,4.0,3.0
2024,성신여대,종합,인문,소비자산업학과,2.761,3.0,3.0,2.0,3.0,4.0
2024,광주대,실기,인문,문예창작과,7.558,7.0,,,7.0,8.0
2024,목포대,교과,인문,국어국문문예창작학부,7.558,7.0,,,7.0,8.0
2024,우석대(진천),교과,인문,문예창작학과,7.558,7.0,,,7.0,8.0
2024,부천대학교,학생부위주,자연,간호학과,4.532,6.0,6.0,4.0,5.0,6.0
2024,용인예술과학대학교,학생부위주,자연,간호학과,4.532,6.0,6.0,4.0,5.0,6.0
2024,우송정보대학,학생부위주,자연,간호학과,4.532,6.0,6.0,4.0,5.0,6.0
2024,유한대학교,학생부위주,인문,보건의료행정학과,4.532,6.0,6.0,4.0,5.0,6.0
2024,한양여자대학교,학생부위주,자연,보건행정과,4.532,6.0,6.0,4.0,5.0,6.0
2024,청강문화산업대학교,실기위주,자연,게임전공,4.863,5.0,7.0,5.0,5.0,7.0
2024,한성대,실기,예체능,ICT디자인학부(야),4.863,5.0,7.0,5.0,5.0,7.0
2024,강원대(춘천),교과,인문,자유전공학부(인문계열),3.205,5.0,6.0,4.0,4.0,6.0
2024,서울여대,종합,인문,경영학과,3.205,5.0,6.0,4.0,4.0,6.0
2024,인천대,종합,인문,경영학부,3.205,5.0,6.0,4.0,4.0,6.0
2024,한동대,종합,공통,전 학부(자율전공),4.207,6.0,5.0,3.0,5.0,6.0
2024,경인여대,면접위주,인문,항공서비스학과,5.65,6.0,7.0,5.0,5.0,8.0
2024,대림대,학생부위주,인문,항공호텔관광과,5.65,6.0,7.0,5.0,5.0,8.0
2024,대구가톨릭대,교과,인문,사회복지학과,5.863,6.0,7.0,5.0,6.0,8.0
2024,대구대,교과,인문,사회복지학과,5.863,6.0,7.0,5.0,6.0,8.0
2024,백석대,교과,인문,"사회복지학부(청소년학,아동복지학,사회복지학,노인복지학)",5.863,6.0,7.0,5.0,6.0,8.0
2024,세명대,교과,자연,간호학과,3.761,6.0,5.0,3.0,6.0,7.0
2024,목원대,교과,인문,역사학과,5.108,6.0,6.0,6.0,4.0,5.0
2024,백석대,교과,인문,"어문학부(영어학,일본어학,중국어학)",5.108,6.0,6.0,6.0,4.0,5.0
2024,부산외대,교과,공통,통합모집(자유전공),5.108,6.0,6.0,6.0,4.0,5.0
2024,경인여대,면접위주,인문,항공서비스학과,6.436,9.0,,7.0,6.0,6.0
2024,수원과학대학교,면접위주,인문,항공관광과,6.436,9.0,,7.0,6.0,6.0
2024,연성대학교,면접위주,인문,항공서비스과,6.436,9.0,,7.0,6.0,6.0
2024,유한대학교,면접위주,인문,항공서비스학과,6.436,9.0,,7.0,6.0,6.0
2024,인천재능대학교,면접위주,자연,항공서비스과,6.436,9.0,,7.0,6.0,6.0
2024,장안대학교,면접위주,자연,항공관광과,6.436,9.0,,7.0,6.0,6.0
2024,서울시립대,종합,인문,경영학부,1.88,4.0,4.0,2.0,3.0,5.0
2024,숙명여대,교과,인문,경영학부,1.88,4.0,4.0,2.0,3.0,5.0
2024,이화여대,교과,인문,경영학부,1.88,4.0,4.0,2.0,3.0,5.0
2024,동양미래대,학생부위주,인문,경영학과,6.208,6.0,8.0,5.0,7.0,8.0
2024,배화여대,학생부위주,인문,글로벌커뮤니케이션과-일본어전공,6.208,6.0,8.0,5.0,7.0,8.0
2024,부산외대,실기,공통,통합모집(자유전공),6.208,6.0,8.0,5.0,7.0,8.0
2024,서울한영대,교과,인문,아동보육학과,6.208,6.0,8.0,5.0,7.0,8.0
2024,숭의여자대학교,학생부위주,인문,사회복지과,6.208,6.0,8.0,5.0,7.0,8.0
2024,백석대,교과,자연,자유전공학부(자연계열),7.094,9.0,6.0,6.0,7.0,9.0
2024,부천대학교,면접위주,자연,건축과,7.094,9.0,6.0,6.0,7.0,9.0
2024,서일대학교,학생부위주,인문,비즈니스중국어과,7.094,9.0,6.0,6.0,7.0,9.0
2024,신안산대학교,학생부위주,예체능,뷰티디자인과,7.094,9.0,6.0,6.0,7.0,9.0
2024,인덕대학교,학생부위주,인문,비즈니스중국어학과,7.094,9.0,6.0,6.0,7.0,9.0
2024,공주대(천안),교과,자연,지능형모빌리티공학과,5.272,7.0,5.0,5.0,5.0,8.0
2024,남서울대,교과,자연,드론공간정보공학과,5.272,7.0,5.0,5.0,5.0,8.0
2024,청운대(인천),교과,자연,전자공학과,5.272,7.0,5.0,5.0,5.0,8.0
2024,청주대,교과,자연,무인항공기학과,5.272,7.0,5.0,5.0,5.0,8.0
2024,경인여대,학생부위주,자연,응급구조학과,5.162,7.0,6.0,4.0,6.0,6.0
2024,서울한영대,교과,인문,상담심리학과,5.162,7.0,6.0,4.0,6.0,6.0
2024,유한대학교,학생부위주,자연,응급구조과,5.162,7.0,6.0,4.0,6.0,6.0
2024,건국대,종합,공통,KU자유전공학부,2.153,3.0,3.0,3.0,3.0,5.0
2024,동국대,교과,자연,식품생명공학과,2.153,3.0,3.0,3.0,3.0,5.0
2024,건국대,교과,인문,경영학과,1.547,1.0,6.0,1.0,1.0,1.0
2024,고려대,교과,인문,보건정책관리학부,1.547,1.0,6.0,1.0,1.0,1.0
2024,성균관대,교과,인문,사회학과,1.547,1.0,6.0,1.0,1.0,1.0
2024,협성대,종합,인문,글로벌통상문화학과,6.521,7.0,8.0,6.0,6.0,7.0
2024,국민대,기타,인문,경영학부,4.701,,,,,
2024,명지대(서울),기타,인문,경영대학,4.701,,,,,
2024,숙명여대,기타,인문,경영학부,4.701,,,,,
2024,순천향대,종합,인문,특수교육과,4.667,5.0,5.0,3.0,6.0,6.0
2024,한동대,교과,공통,전 학부(자율전공),3.237,4.0,5.0,2.0,1.0,2.0
2024,한국영상대학교,학생부위주,예체능,영상자율전공학과,5.547,,,,,
2024,경인여대,학생부위주,예체능,패션디자인학과,6.514,5.0,7.0,8.0,5.0,6.0
2024,인하공업전문대학,학생부위주,예체능,패션디자인학과,6.514,5.0,7.0,8.0,5.0,6.0
2024,가톨릭대(성심),교과,자연,에너지환경공학과,2.73,5.0,5.0,2.0,2.0,5.0
2024,경기대(수원),교과,자연,사회에너지시스템공학과,2.73,5.0,5.0,2.0,2.0,5.0
2024,서울여대,종합,자연,생명환경공학과,2.73,5.0,5.0,2.0,2.0,5.0
2024,동양미래대,학생부위주,인문,빅데이터경영과,6.171,6.0,6.0,5.0,5.0,6.0
2024,남서울대,교과,인문,아동복지학과,7.103,8.0,,7.0,7.0,8.0
2024,대림대,학생부위주,공통,언어치료학과,7.103,8.0,,7.0,7.0,8.0
2024,숭의여자대학교,학생부위주,자연,보건행정과,7.103,8.0,,7.0,7.0,8.0
2024,경인여대,학생부위주,인문,유아교육학과,4.615,6.0,6.0,4.0,7.0,8.0
2024,숭의여자대학교,학생부위주,인문,유아교육과,4.615,6.0,6.0,4.0,7.0,8.0
2024,안양대(안양),교과,공통,자유전공,3.804,4.0,5.0,3.0,5.0,6.0
2024,한양여자대학교,실기위주,예체능,시각미디어디자인과,5.825,6.0,9.0,7.0,3.0,6.0
2024,연성대학교,면접위주,인문,항공서비스과,5.744,,,,,
2024,동덕여대,교과,인문,사회과학부아동학전공,3.197,4.0,4.0,3.0,2.0,2.0
2024,명지대(서울),종합,인문,아동학전공,3.197,4.0,4.0,3.0,2.0,2.0
2024,인하대,종합,인문,아동심리학과,3.197,4.0,4.0,3.0,2.0,2.0
2024,가천대(글로벌),교과,자연,건축학부,3.297,4.0,3.0,2.0,6.0,5.0
2024,인천대,교과,자연,도시건축학부,3.297,4.0,3.0,2.0,6.0,5.0
2024,경인여대,학생부위주,인문,유아교육학과,6.542,8.0,9.0,5.0,6.0,7.0
2024,배화여대,학생부위주,자연,식품영영학과,6.542,8.0,9.0,5.0,6.0,7.0
2024,부천대학교,학생부위주,인문,아동보육과,6.542,8.0,9.0,5.0,6.0,7.0
2024,연성대학교,학생부위주,인문,유아교육과,6.542,8.0,9.0,5.0,6.0,7.0
2024,한양여자대학교,학생부위주,인문,아동보육과,6.542,8.0,9.0,5.0,6.0,7.0
2024,연성대학교,면접위주,인문,응급구조과,5.735,5.0,8.0,5.0,4.0,5.0
2024,백석예술대학교,종합,예체능,공연예술학부(실용댄스),5.65,,,,,
2024,배재대,종합,자연,간호학과,4.207,7.0,4.0,4.0,6.0,6.0
2024,전주대,교과,자연,간호학과,4.207,7.0,4.0,4.0,6.0,6.0
2024,수원대,논술,자연,간호학과,3.802,4.0,4.0,3.0,5.0,7.0
2024,을지대(성남),논술,자연,방사선학과,3.802,4.0,4.0,3.0,5.0,7.0
2024,가천대(글로벌),논술,인문,"법과대학(법학,경찰행정,행정)",6.642,6.0,7.0,6.0,8.0,9.0
2024,동덕여대,교과,자연,자연과학부응용화학전공,2.842,4.0,4.0,2.0,5.0,5.0
2024,인천대,교과,자연,화학과,2.842,4.0,4.0,2.0,5.0,5.0
2024,인하대,종합,자연,고분자공학과,2.842,4.0,4.0,2.0,5.0,5.0
2024,목원대,교과,자연,외식조리제과제빵학과,4.748,,,,,
2024,백석대,교과,인문,"외식산업학부(호텔외식조리,제과제빵)",4.748,,,,,
2024,백석대,교과,인문,"외식산업학부(호텔외식조리,제과제빵)",4.748,,,,,
2024,UNIST,종합,자연,이공계열,1.57,3.0,3.0,1.0,4.0,5.0
2024,성균관대,종합,자연,공학계열,1.57,3.0,3.0,1.0,4.0,5.0
2024,성신여대,종합,인문,의류산업학과,2.632,4.0,3.0,4.0,1.0,3.0
2024,홍익대,실기,예체능,섬유미술패션디자인과,2.632,4.0,3.0,4.0,1.0,3.0
2024,동아대,종합,인문,중국학과,5.299,,,,,
2024,용인예술과학대학교,학생부위주,자연,실내건축디자인과,6.029,8.0,6.0,8.0,8.0,9.0
2024,인하공업전문대학,학생부위주,자연,실내건축학과,6.029,8.0,6.0,8.0,8.0,9.0
2024,서경대,교과,예체능,"헤어디자인학과(A,B)",5.863,8.0,7.0,7.0,6.0,8.0
2024,정화예술대학교,종합,공통,미용전공,5.863,8.0,7.0,7.0,6.0,8.0
2024,백석예술대학교,종합,예체능,영상학부,4.812,6.0,8.0,4.0,6.0,7.0
2024,강남대,종합,인문,상경학부,4.538,4.0,6.0,4.0,2.0,4.0
2024,서울신학대,종합,인문,일본어문화콘텐츠학과,4.367,6.0,5.0,3.0,6.0,7.0
2024,동덕여대,논술,인문,경영융합학부,4.072,2.0,4.0,2.0,2.0,4.0
2024,건국대(글로컬),교과,자연,메카트로닉스공학과,4.054,7.0,4.0,5.0,8.0,8.0
2024,순천향대,교과,자연,기계공학과,4.054,7.0,4.0,5.0,8.0,8.0
2024,인하대,종합,자연,조선해양공학과,4.054,7.0,4.0,5.0,8.0,8.0
2024,한국교통대(충주),교과,자연,반도체신소재공학과,4.054,7.0,4.0,5.0,8.0,8.0
2024,건국대(글로컬),교과,자연,녹색기술융합학과,4.117,6.0,4.0,3.0,6.0,9.0
2024,한성대,교과,자연,AI응용학과(야),4.117,6.0,4.0,3.0,6.0,9.0
2024,서울여대,교과,자연,식품공학과,3.179,4.0,4.0,3.0,4.0,3.0
2024,백석대,교과,자연,"컴퓨터공학부(소프트웨어학,멀티미디어학,정보보호학,인공지능학)",4.763,7.0,6.0,5.0,5.0,9.0
2024,상명대(천안),교과,자연,휴먼지능로봇공학과,4.763,7.0,6.0,5.0,5.0,9.0
2024,인덕대학교,학생부위주,예체능,멀티미디어디자인학과,4.763,7.0,6.0,5.0,5.0,9.0
2024,정화예술대학교,종합,공통,메이크업전공,7.444,,,,,
2024,백석대,실기,예체능,"디자인영상학부(영상애니메이션,시각디자인,산업디자인,인테리어디자인)",5.167,,,,,
2024,경남대,교과,인문,디지털마케팅학과,8.142,7.0,7.0,8.0,6.0,7.0
2024,배화여대,학생부위주,자연,컴퓨터공학과,8.142,7.0,7.0,8.0,6.0,7.0
2024,숭의여자대학교,학생부위주,자연,소프트웨어융합과,8.142,7.0,7.0,8.0,6.0,7.0
2024,영산대(해운대),교과,예체능,게임VR학과,8.142,7.0,7.0,8.0,6.0,7.0
2024,숭의여자대학교,학생부위주,인문,문헌정보과,5.605,5.0,8.0,5.0,5.0,6.0
2024,고려대(세종),교과,인문,글로벌학부,3.889,6.0,3.0,3.0,5.0,8.0
2024,동국대,종합,인문,중어중문학과,3.889,6.0,3.0,3.0,5.0,8.0
2024,숙명여대,교과,자연,생명시스템학부,2.072,1.0,4.0,3.0,3.0,5.0
2024,경복대,학생부위주,자연,치위생과,5.604,6.0,6.0,4.0,7.0,8.0
2024,대림대,학생부위주,공통,응급구조과,5.604,6.0,6.0,4.0,7.0,8.0
2024,안산대학교,학생부위주,자연,응급구조학과,5.604,6.0,6.0,4.0,7.0,8.0
2024,건국대(글로컬),종합,인문,사회복지학과,4.675,5.0,6.0,4.0,6.0,8.0
2024,경기과학기술대,학생부위주,공통,자유전공학과,4.855,6.0,6.0,3.0,5.0,5.0
2024,안양대(안양),교과,인문,글로벌경영학과(야),4.855,6.0,6.0,3.0,5.0,5.0
2024,인덕대학교,학생부위주,예체능,디지털산업디자인학과,4.855,6.0,6.0,3.0,5.0,5.0
2024,덕성여대,종합,인문,글로벌융합대학(인문사회),3.376,2.0,6.0,3.0,2.0,2.0
2024,유한대학교,학생부위주,자연,유한생명화공전공,6.65,7.0,7.0,4.0,7.0,7.0
2024,가톨릭대(성심),논술,인문,행정학과,5.923,4.0,9.0,3.0,1.0,2.0
2024,한국외국어대,논술,인문,행정학과,5.923,4.0,9.0,3.0,1.0,2.0
2024,가천대(메디컬),종합,자연,간호학과,2.613,5.0,2.0,2.0,1.0,5.0
2024,숭실대,교과,자연,수학과,2.613,5.0,2.0,2.0,1.0,5.0
2024,경기대(서울),교과,인문,관광개발경영학과,2.658,4.0,6.0,3.0,3.0,4.0
2024,동덕여대,교과,인문,경영융합학부,2.658,4.0,6.0,3.0,3.0,4.0
2024,동양미래대,학생부위주,자연,바이오융합공학과,5.784,,,,,
2024,인하공업전문대학,학생부위주,자연,조선기계공학과,5.784,,,,,
2024,숭의여자대학교,학생부위주,인문,유아교육과,4.154,6.0,4.0,5.0,3.0,5.0
2024,안산대학교,학생부위주,자연,물리치료학과,4.154,6.0,4.0,5.0,3.0,5.0
2024,가천대(메디컬),교과,자연,간호학과,1.991,6.0,3.0,3.0,4.0,7.0
2024,이화여대,종합,자연,식품영양학과,1.874,3.0,3.0,2.0,4.0,5.0
2024,목원대,교과,인문,항공호텔관광경영학과,6.966,8.0,7.0,7.0,8.0,9.0
2024,연성대학교,학생부위주,자연,실내건축과,6.966,8.0,7.0,7.0,8.0,9.0
2024,예원예술대(양주),실기,예체능,애니메이션웹툰전공,7.803,7.0,7.0,7.0,4.0,7.0
2024,배화여대,학생부위주,예체능,디지털콘텐츠디자인과-영상미디어전공,4.525,5.0,6.0,5.0,5.0,6.0
2024,백석예술대학교,종합,인문,유아교육과,6.957,7.0,9.0,7.0,7.0,8.0
2024,배재대,교과,자연,소프트웨어공학부(소프트웨어학),6.254,6.0,6.0,6.0,8.0,6.0
2024,서경대,교과,인문,미래융합학부1,3.496,4.0,6.0,3.0,2.0,5.0
2024,가톨릭대(성심),종합,인문,경영학과,3.333,5.0,3.0,3.0,3.0,4.0
2024,서울여대,교과,인문,경영학과,3.333,5.0,3.0,3.0,3.0,4.0
2024,숭의여자대학교,학생부위주,인문,사회복지과,5.231,8.0,6.0,6.0,8.0,8.0
2024,화성의과학대,교과,인문,의료사회복지학과,5.231,8.0,6.0,6.0,8.0,8.0
2024,명지전문대,학생부위주,인문,사회복지과,5.496,,,,,
2024,부천대학교,학생부위주,인문,사회복지학과,5.496,,,,,
2024,세명대,교과,예체능,산업디자인학과,5.701,,,,,
2024,유한대학교,학생부위주,예체능,산업디자인전공,5.701,,,,,
2024,원광대,종합,자연,간호학과,3.368,4.0,4.0,3.0,3.0,4.0
2024,제주대,교과,자연,간호학과,3.368,4.0,4.0,3.0,3.0,4.0
2024,건국대,교과,인문,응용통계학과,1.842,1.0,3.0,1.0,5.0,7.0
2024,성결대,교과,인문,기독교교육상담학과,4.351,6.0,5.0,5.0,6.0,7.0
2024,총신대,종합,인문,기독교교육과,4.351,6.0,5.0,5.0,6.0,7.0
2024,총신대,종합,인문,기독교교육과,4.351,6.0,5.0,5.0,6.0,7.0
2024,명지대(서울),종합,인문,국어국문학전공,3.368,3.0,5.0,3.0,4.0,4.0
2024,총신대,종합,인문,영어교육과,4.108,4.0,6.0,2.0,6.0,5.0
2024,경인여대,학생부위주,인문,세무회계학과,6.487,,,,,
